bioguide,name,birthday,chamber,start,end,state,seat
L000566,Robert E. Latta,1956-04-18,rep,2019-01-03,2021-01-03,OH,5
L000566,Robert E. Latta,1956-04-18,rep,2021-01-03,2023-01-03,OH,5
L000566,Robert E. Latta,1956-04-18,rep,2023-01-03,2025-01-03,OH,5
L000566,Robert E. Latta,1956-04-18,rep,2025-01-03,2027-01-03,OH,5
L000577,Mike Lee,1971-06-04,sen,2011-01-05,2017-01-03,UT,3
L000577,Mike Lee,1971-06-04,sen,2017-01-03,2023-01-03,UT,3
L000577,Mike Lee,1971-06-04,sen,2023-01-03,2029-01-03,UT,3
L000397,Zoe Lofgren,1947-12-21,rep,1995-01-04,1997-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,1997-01-07,1999-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,1999-01-06,2001-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2001-01-03,2003-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2003-01-07,2005-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2005-01-04,2007-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2007-01-04,2009-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2009-01-06,2011-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2011-01-05,2013-01-03,CA,16
L000397,Zoe Lofgren,1947-12-21,rep,2013-01-03,2015-01-03,CA,19
L000397,Zoe Lofgren,1947-12-21,rep,2015-01-06,2017-01-03,CA,19
L000397,Zoe Lofgren,1947-12-21,rep,2017-01-03,2019-01-03,CA,19
L000397,Zoe Lofgren,1947-12-21,rep,2019-01-03,2021-01-03,CA,19
L000397,Zoe Lofgren,1947-12-21,rep,2021-01-03,2023-01-03,CA,19
L000397,Zoe Lofgren,1947-12-21,rep,2023-01-03,2025-01-03,CA,18
L000397,Zoe Lofgren,1947-12-21,rep,2025-01-03,2027-01-03,CA,18
L000491,Frank D. Lucas,1960-01-06,rep,1993-05-10,1995-01-03,OK,6
L000491,Frank D. Lucas,1960-01-06,rep,1995-01-04,1997-01-03,OK,6
L000491,Frank D. Lucas,1960-01-06,rep,1997-01-07,1999-01-03,OK,6
L000491,Frank D. Lucas,1960-01-06,rep,1999-01-06,2001-01-03,OK,6
L000491,Frank D. Lucas,1960-01-06,rep,2001-01-03,2003-01-03,OK,6
L000491,Frank D. Lucas,1960-01-06,rep,2003-01-07,2005-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2005-01-04,2007-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2007-01-04,2009-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2009-01-06,2011-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2011-01-05,2013-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2013-01-03,2015-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2015-01-06,2017-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2017-01-03,2019-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2019-01-03,2021-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2021-01-03,2023-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2023-01-03,2025-01-03,OK,3
L000491,Frank D. Lucas,1960-01-06,rep,2025-01-03,2027-01-03,OK,3
L000570,Ben Ray Luján,1972-06-07,rep,2009-01-06,2011-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,rep,2011-01-05,2013-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,rep,2013-01-03,2015-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,rep,2015-01-06,2017-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,rep,2017-01-03,2019-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,rep,2019-01-03,2021-01-03,NM,3
L000570,Ben Ray Luján,1972-06-07,sen,2021-01-03,2027-01-03,NM,2
L000562,Stephen F. Lynch,1955-03-31,rep,2001-10-23,2003-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2003-01-07,2005-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2005-01-04,2007-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2007-01-04,2009-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2009-01-06,2011-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2011-01-05,2013-01-03,MA,9
L000562,Stephen F. Lynch,1955-03-31,rep,2013-01-03,2015-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2015-01-06,2017-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2017-01-03,2019-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2019-01-03,2021-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2021-01-03,2023-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2023-01-03,2025-01-03,MA,8
L000562,Stephen F. Lynch,1955-03-31,rep,2025-01-03,2027-01-03,MA,8
M000133,Edward J. Markey,1946-07-11,rep,1975-01-14,1977-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1977-01-04,1979-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1979-01-15,1981-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1981-01-05,1983-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1983-01-03,1985-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1985-01-03,1987-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1987-01-06,1989-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1989-01-03,1991-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1991-01-03,1993-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1993-01-05,1995-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1995-01-04,1997-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1997-01-07,1999-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,1999-01-06,2001-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2001-01-03,2003-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2003-01-07,2005-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2005-01-04,2007-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2007-01-04,2009-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2009-01-06,2011-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2011-01-05,2013-01-03,MA,7
M000133,Edward J. Markey,1946-07-11,rep,2013-01-03,2013-07-15,MA,5
M000133,Edward J. Markey,1946-07-11,sen,2013-07-16,2015-01-03,MA,2
M000133,Edward J. Markey,1946-07-11,sen,2015-01-06,2021-01-03,MA,2
M000133,Edward J. Markey,1946-07-11,sen,2021-01-03,2027-01-03,MA,2
M001163,Doris O. Matsui,1944-09-25,rep,2005-03-10,2007-01-03,CA,5
M001163,Doris O. Matsui,1944-09-25,rep,2007-01-04,2009-01-03,CA,5
M001163,Doris O. Matsui,1944-09-25,rep,2009-01-06,2011-01-03,CA,5
M001163,Doris O. Matsui,1944-09-25,rep,2011-01-05,2013-01-03,CA,5
M001163,Doris O. Matsui,1944-09-25,rep,2013-01-03,2015-01-03,CA,6
M001163,Doris O. Matsui,1944-09-25,rep,2015-01-06,2017-01-03,CA,6
M001163,Doris O. Matsui,1944-09-25,rep,2017-01-03,2019-01-03,CA,6
M001163,Doris O. Matsui,1944-09-25,rep,2019-01-03,2021-01-03,CA,6
M001163,Doris O. Matsui,1944-09-25,rep,2021-01-03,2023-01-03,CA,6
M001163,Doris O. Matsui,1944-09-25,rep,2023-01-03,2025-01-03,CA,7
M001163,Doris O. Matsui,1944-09-25,rep,2025-01-03,2027-01-03,CA,7
M001157,Michael T. McCaul,1962-01-14,rep,2005-01-04,2007-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2007-01-04,2009-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2009-01-06,2011-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2011-01-05,2013-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2013-01-03,2015-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2015-01-06,2017-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2017-01-03,2019-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2019-01-03,2021-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2021-01-03,2023-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2023-01-03,2025-01-03,TX,10
M001157,Michael T. McCaul,1962-01-14,rep,2025-01-03,2027-01-03,TX,10
M001177,Tom McClintock,1956-07-10,rep,2009-01-06,2011-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2011-01-05,2013-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2013-01-03,2015-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2015-01-06,2017-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2017-01-03,2019-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2019-01-03,2021-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2021-01-03,2023-01-03,CA,4
M001177,Tom McClintock,1956-07-10,rep,2023-01-03,2025-01-03,CA,5
M001177,Tom McClintock,1956-07-10,rep,2025-01-03,2027-01-03,CA,5
M001143,Betty McCollum,1954-07-12,rep,2001-01-03,2003-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2003-01-07,2005-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2005-01-04,2007-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2007-01-04,2009-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2009-01-06,2011-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2011-01-05,2013-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2013-01-03,2015-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2015-01-06,2017-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2017-01-03,2019-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2019-01-03,2021-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2021-01-03,2023-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2023-01-03,2025-01-03,MN,4
M001143,Betty McCollum,1954-07-12,rep,2025-01-03,2027-01-03,MN,4
M000312,James P. McGovern,1959-11-20,rep,1997-01-07,1999-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,1999-01-06,2001-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2001-01-03,2003-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2003-01-07,2005-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2005-01-04,2007-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2007-01-04,2009-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2009-01-06,2011-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2011-01-05,2013-01-03,MA,3
M000312,James P. McGovern,1959-11-20,rep,2013-01-03,2015-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2015-01-06,2017-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2017-01-03,2019-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2019-01-03,2021-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2021-01-03,2023-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2023-01-03,2025-01-03,MA,2
M000312,James P. McGovern,1959-11-20,rep,2025-01-03,2027-01-03,MA,2
M001137,Gregory W. Meeks,1953-09-25,rep,1997-01-07,1999-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,1999-01-06,2001-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2001-01-03,2003-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2003-01-07,2005-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2005-01-04,2007-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2007-01-04,2009-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2009-01-06,2011-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2011-01-05,2013-01-03,NY,6
M001137,Gregory W. Meeks,1953-09-25,rep,2013-01-03,2015-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2015-01-06,2017-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2017-01-03,2019-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2019-01-03,2021-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2021-01-03,2023-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2023-01-03,2025-01-03,NY,5
M001137,Gregory W. Meeks,1953-09-25,rep,2025-01-03,2027-01-03,NY,5
M001160,Gwen Moore,1951-04-18,rep,2005-01-04,2007-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2007-01-04,2009-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2009-01-06,2011-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2011-01-05,2013-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2013-01-03,2015-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2015-01-06,2017-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2017-01-03,2019-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2019-01-03,2021-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2021-01-03,2023-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2023-01-03,2025-01-03,WI,4
M001160,Gwen Moore,1951-04-18,rep,2025-01-03,2027-01-03,WI,4
M000934,Jerry Moran,1954-05-29,rep,1997-01-07,1999-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,1999-01-06,2001-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,2001-01-03,2003-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,2003-01-07,2005-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,2005-01-04,2007-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,2007-01-04,2009-01-03,KS,1
M000934,Jerry Moran,1954-05-29,rep,2009-01-06,2011-01-03,KS,1
M000934,Jerry Moran,1954-05-29,sen,2011-01-05,2017-01-03,KS,3
M000934,Jerry Moran,1954-05-29,sen,2017-01-03,2023-01-03,KS,3
M000934,Jerry Moran,1954-05-29,sen,2023-01-03,2029-01-03,KS,3
M001153,Lisa Murkowski,1957-05-22,sen,2003-01-07,2005-01-03,AK,3
M001153,Lisa Murkowski,1957-05-22,sen,2005-01-04,2011-01-03,AK,3
M001153,Lisa Murkowski,1957-05-22,sen,2011-01-05,2017-01-03,AK,3
M001153,Lisa Murkowski,1957-05-22,sen,2017-01-03,2023-01-03,AK,3
M001153,Lisa Murkowski,1957-05-22,sen,2023-01-03,2029-01-03,AK,3
M001169,Christopher Murphy,1973-08-03,rep,2007-01-04,2009-01-03,CT,5
M001169,Christopher Murphy,1973-08-03,rep,2009-01-06,2011-01-03,CT,5
M001169,Christopher Murphy,1973-08-03,rep,2011-01-05,2013-01-03,CT,5
M001169,Christopher Murphy,1973-08-03,sen,2013-01-03,2019-01-03,CT,1
M001169,Christopher Murphy,1973-08-03,sen,2019-01-03,2025-01-03,CT,1
M001169,Christopher Murphy,1973-08-03,sen,2025-01-03,2031-01-03,CT,1
M001111,Patty Murray,1950-10-11,sen,1993-01-05,1999-01-03,WA,3
M001111,Patty Murray,1950-10-11,sen,1999-01-06,2005-01-03,WA,3
M001111,Patty Murray,1950-10-11,sen,2005-01-04,2011-01-03,WA,3
M001111,Patty Murray,1950-10-11,sen,2011-01-05,2017-01-03,WA,3
M001111,Patty Murray,1950-10-11,sen,2017-01-03,2023-01-03,WA,3
M001111,Patty Murray,1950-10-11,sen,2023-01-03,2029-01-03,WA,3
N000002,Jerrold Nadler,1947-06-13,rep,1992-11-03,1993-01-03,NY,17
N000002,Jerrold Nadler,1947-06-13,rep,1993-01-05,1995-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,1995-01-04,1997-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,1997-01-07,1999-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,1999-01-06,2001-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2001-01-03,2003-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2003-01-07,2005-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2005-01-04,2007-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2007-01-04,2009-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2009-01-06,2011-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2011-01-05,2013-01-03,NY,8
N000002,Jerrold Nadler,1947-06-13,rep,2013-01-03,2015-01-03,NY,10
N000002,Jerrold Nadler,1947-06-13,rep,2015-01-06,2017-01-03,NY,10
N000002,Jerrold Nadler,1947-06-13,rep,2017-01-03,2019-01-03,NY,10
N000002,Jerrold Nadler,1947-06-13,rep,2019-01-03,2021-01-03,NY,10
N000002,Jerrold Nadler,1947-06-13,rep,2021-01-03,2023-01-03,NY,10
N000002,Jerrold Nadler,1947-06-13,rep,2023-01-03,2025-01-03,NY,12
N000002,Jerrold Nadler,1947-06-13,rep,2025-01-03,2027-01-03,NY,12
N000015,Richard E. Neal,1949-02-14,rep,1989-01-03,1991-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,1991-01-03,1993-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,1993-01-05,1995-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,1995-01-04,1997-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,1997-01-07,1999-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,1999-01-06,2001-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2001-01-03,2003-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2003-01-07,2005-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2005-01-04,2007-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2007-01-04,2009-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2009-01-06,2011-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2011-01-05,2013-01-03,MA,2
N000015,Richard E. Neal,1949-02-14,rep,2013-01-03,2015-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2015-01-06,2017-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2017-01-03,2019-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2019-01-03,2021-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2021-01-03,2023-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2023-01-03,2025-01-03,MA,1
N000015,Richard E. Neal,1949-02-14,rep,2025-01-03,2027-01-03,MA,1
N000147,Eleanor Holmes Norton,1937-06-13,rep,1991-01-03,1993-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,1993-01-05,1995-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,1995-01-04,1997-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,1997-01-07,1999-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,1999-01-06,2001-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2001-01-03,2003-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2003-01-07,2005-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2005-01-04,2007-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2007-01-04,2009-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2009-01-06,2011-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2011-01-05,2013-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2013-01-03,2015-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2015-01-06,2017-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2017-01-03,2019-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2019-01-03,2021-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2021-01-03,2023-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2023-01-03,2025-01-03,DC,0
N000147,Eleanor Holmes Norton,1937-06-13,rep,2025-01-03,2027-01-03,DC,0
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1987-01-06,1989-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1989-01-03,1991-01-03,NJ,3
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1991-01-03,1993-01-03,NJ,3
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1993-01-05,1995-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1995-01-04,1997-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1997-01-07,1999-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,1999-01-06,2001-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2001-01-03,2003-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2003-01-07,2005-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2005-01-04,2007-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2007-01-04,2009-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2009-01-06,2011-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2011-01-05,2013-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2013-01-03,2015-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2015-01-06,2017-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2017-01-03,2019-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2019-01-03,2021-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2021-01-03,2023-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2023-01-03,2025-01-03,NJ,6
P000034,"Frank Pallone, Jr.",1951-10-30,rep,2025-01-03,2027-01-03,NJ,6
P000603,Rand Paul,1963-01-07,sen,2011-01-05,2017-01-03,KY,3
P000603,Rand Paul,1963-01-07,sen,2017-01-03,2023-01-03,KY,3
P000603,Rand Paul,1963-01-07,sen,2023-01-03,2029-01-03,KY,3
P000197,Nancy Pelosi,1940-03-26,rep,1987-01-06,1989-01-03,CA,5
P000197,Nancy Pelosi,1940-03-26,rep,1989-01-03,1991-01-03,CA,5
P000197,Nancy Pelosi,1940-03-26,rep,1991-01-03,1993-01-03,CA,5
P000197,Nancy Pelosi,1940-03-26,rep,1993-01-05,1995-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,1995-01-04,1997-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,1997-01-07,1999-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,1999-01-06,2001-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2001-01-03,2003-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2003-01-07,2005-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2005-01-04,2007-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2007-01-04,2009-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2009-01-06,2011-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2011-01-05,2013-01-03,CA,8
P000197,Nancy Pelosi,1940-03-26,rep,2013-01-03,2015-01-03,CA,12
P000197,Nancy Pelosi,1940-03-26,rep,2015-01-06,2017-01-03,CA,12
P000197,Nancy Pelosi,1940-03-26,rep,2017-01-03,2019-01-03,CA,12
P000197,Nancy Pelosi,1940-03-26,rep,2019-01-03,2021-01-03,CA,12
P000197,Nancy Pelosi,1940-03-26,rep,2021-01-03,2023-01-03,CA,12
P000197,Nancy Pelosi,1940-03-26,rep,2023-01-03,2025-01-03,CA,11
P000197,Nancy Pelosi,1940-03-26,rep,2025-01-03,2027-01-03,CA,11
P000595,Gary C. Peters,1958-12-01,rep,2009-01-06,2011-01-03,MI,9
P000595,Gary C. Peters,1958-12-01,rep,2011-01-05,2013-01-03,MI,9
P000595,Gary C. Peters,1958-12-01,rep,2013-01-03,2015-01-03,MI,14
P000595,Gary C. Peters,1958-12-01,sen,2015-01-06,2021-01-03,MI,2
P000595,Gary C. Peters,1958-12-01,sen,2021-01-03,2027-01-03,MI,2
P000597,Chellie Pingree,1955-04-02,rep,2009-01-06,2011-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2011-01-05,2013-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2013-01-03,2015-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2015-01-06,2017-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2017-01-03,2019-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2019-01-03,2021-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2021-01-03,2023-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2023-01-03,2025-01-03,ME,1
P000597,Chellie Pingree,1955-04-02,rep,2025-01-03,2027-01-03,ME,1
Q000023,Mike Quigley,1958-10-17,rep,2009-04-07,2011-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2011-01-05,2013-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2013-01-03,2015-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2015-01-06,2017-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2017-01-03,2019-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2019-01-03,2021-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2021-01-03,2023-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2023-01-03,2025-01-03,IL,5
Q000023,Mike Quigley,1958-10-17,rep,2025-01-03,2027-01-03,IL,5
R000395,Harold Rogers,1937-12-31,rep,1981-01-05,1983-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1983-01-03,1985-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1985-01-03,1987-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1987-01-06,1989-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1989-01-03,1991-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1991-01-03,1993-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1993-01-05,1995-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1995-01-04,1997-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1997-01-07,1999-01-03,KY,5
R000395,Harold Rogers,1937-12-31,rep,1999-01-06,2001-01-03,KY,5
