bioguide,name,birthday,chamber,start,end,state,seat
M000096,Willie Mangum,1792-05-10,sen,1840-11-25,1841-03-03,NC,2
M000096,Willie Mangum,1792-05-10,sen,1841-03-04,1847-03-03,NC,2
M000096,Willie Mangum,1792-05-10,sen,1847-12-06,1853-03-03,NC,2
M000208,Dudley Marvin,1786-05-09,rep,1823-12-01,1825-03-03,NY,26
M000208,Dudley Marvin,1786-05-09,rep,1825-12-05,1827-03-03,NY,26
M000208,Dudley Marvin,1786-05-09,rep,1827-12-03,1829-03-03,NY,26
M000208,Dudley Marvin,1786-05-09,rep,1847-12-06,1849-03-03,NY,31
M000334,Robert McClelland,1807-08-01,rep,1843-12-04,1845-03-03,MI,1
M000334,Robert McClelland,1807-08-01,rep,1845-12-01,1847-03-03,MI,1
M000334,Robert McClelland,1807-08-01,rep,1847-12-06,1849-03-03,MI,1
M000474,Abraham McIlvaine,1804-08-14,rep,1843-12-04,1845-03-03,PA,7
M000474,Abraham McIlvaine,1804-08-14,rep,1845-12-01,1847-03-03,PA,7
M000474,Abraham McIlvaine,1804-08-14,rep,1847-12-06,1849-03-03,PA,7
M000489,James McKay,,rep,1831-12-05,1833-03-03,NC,5
M000489,James McKay,,rep,1833-12-02,1835-03-03,NC,5
M000489,James McKay,,rep,1835-12-07,1837-03-03,NC,5
M000489,James McKay,,rep,1837-09-04,1839-03-03,NC,5
M000489,James McKay,,rep,1839-12-02,1841-03-03,NC,5
M000489,James McKay,,rep,1841-05-31,1843-03-03,NC,5
M000489,James McKay,,rep,1843-12-04,1845-03-03,NC,6
M000489,James McKay,,rep,1845-12-01,1847-03-03,NC,6
M000489,James McKay,,rep,1847-12-06,1849-03-03,NC,7
M000731,Jacob Miller,1800-08-29,sen,1841-05-31,1847-03-03,NJ,2
M000731,Jacob Miller,1800-08-29,sen,1847-12-06,1853-03-03,NJ,2
M001072,Joseph Mullin,1811-08-06,rep,1847-12-06,1849-03-03,NY,19
M001093,Henry Murphy,1810-07-05,rep,1843-12-04,1845-03-03,NY,2
M001093,Henry Murphy,1810-07-05,rep,1847-12-06,1849-03-03,NY,2
N000103,Henry Nicoll,1812-10-23,rep,1847-12-06,1849-03-03,NY,3
P000033,John Palfrey,1796-05-02,rep,1847-12-06,1849-03-03,MA,4
P000206,John Pendleton,1802-03-01,rep,1845-12-01,1847-03-03,VA,9
P000206,John Pendleton,1802-03-01,rep,1847-12-06,1849-03-03,VA,9
P000266,George Petrie,1793-09-08,rep,1847-12-06,1849-03-03,NY,17
P000353,Timothy Pilsbury,1789-04-12,rep,1845-12-01,1847-03-03,TX,2
P000353,Timothy Pilsbury,1789-04-12,rep,1847-12-06,1849-03-03,TX,2
P000416,James Pollock,1810-09-11,rep,1843-12-04,1845-03-03,PA,13
P000416,James Pollock,1810-09-11,rep,1845-12-01,1847-03-03,PA,13
P000416,James Pollock,1810-09-11,rep,1847-12-06,1849-03-03,PA,13
P000518,William Preston,1805-11-25,rep,1847-12-06,1849-03-03,VA,12
R000364,William Rockhill,1793-02-10,rep,1847-12-06,1849-03-03,IN,10
R000367,John Rockwell,1803-08-27,rep,1845-12-01,1847-03-03,CT,3
R000367,John Rockwell,1803-08-27,rep,1847-12-06,1849-03-03,CT,3
R000414,James Roman,1809-08-11,rep,1847-12-06,1849-03-03,MD,2
S000095,William Sawyer,1803-08-05,rep,1845-12-01,1847-03-03,OH,5
S000095,William Sawyer,1803-08-05,rep,1847-12-06,1849-03-03,OH,5
S000351,Eliakim Sherrill,1813-02-16,rep,1847-12-06,1849-03-03,NY,10
S000435,Richard Simpson,1798-03-24,rep,1843-12-04,1845-03-03,SC,2
S000435,Richard Simpson,1798-03-24,rep,1845-12-01,1847-03-03,SC,2
S000435,Richard Simpson,1798-03-24,rep,1847-12-06,1849-03-03,SC,2
S000438,Alexander Sims,1803-06-12,rep,1845-12-01,1847-03-03,SC,4
S000438,Alexander Sims,1803-06-12,rep,1847-12-06,1849-03-03,SC,4
S000488,John Slingerland,1804-03-01,rep,1847-12-06,1849-03-03,NY,13
S000519,Caleb Smith,1808-04-16,rep,1843-12-04,1845-03-03,IN,4
S000519,Caleb Smith,1808-04-16,rep,1845-12-01,1847-03-03,IN,4
S000519,Caleb Smith,1808-04-16,rep,1847-12-06,1849-03-03,IN,4
S000760,Presley Spruance,1785-09-11,sen,1847-12-06,1853-03-03,DE,2
S000766,Daniel St. John,1808-10-08,rep,1847-12-06,1849-03-03,NY,9
S000814,George Starkweather,1794-05-19,rep,1847-12-06,1849-03-03,NY,21
S000899,Andrew Stewart,1791-06-11,rep,1821-12-03,1823-03-03,PA,13
S000899,Andrew Stewart,1791-06-11,rep,1823-12-01,1825-03-03,PA,14
S000899,Andrew Stewart,1791-06-11,rep,1825-12-05,1827-03-03,PA,14
S000899,Andrew Stewart,1791-06-11,rep,1827-12-03,1829-03-03,PA,14
S000899,Andrew Stewart,1791-06-11,rep,1831-12-05,1833-03-03,PA,14
S000899,Andrew Stewart,1791-06-11,rep,1833-12-02,1835-03-03,PA,20
S000899,Andrew Stewart,1791-06-11,rep,1843-12-04,1845-03-03,PA,18
S000899,Andrew Stewart,1791-06-11,rep,1845-12-01,1847-03-03,PA,18
S000899,Andrew Stewart,1791-06-11,rep,1847-12-06,1849-03-03,PA,18
S001008,John Strohm,1793-10-16,rep,1845-12-01,1847-03-03,PA,8
S001008,John Strohm,1793-10-16,rep,1847-12-06,1849-03-03,PA,8
T000030,Frederick Tallmadge,1792-08-29,rep,1847-12-06,1849-03-03,NY,5
T000152,Bannon Thibodeaux,1812-12-22,rep,1845-12-01,1847-03-03,LA,2
T000152,Bannon Thibodeaux,1812-12-22,rep,1847-12-06,1849-03-03,LA,2
T000214,Richard Thompson,1809-06-09,rep,1841-05-31,1843-03-03,IN,2
T000214,Richard Thompson,1809-06-09,rep,1847-12-06,1849-03-03,IN,7
T000215,Robert Thompson,1805-02-14,rep,1847-12-06,1849-03-03,VA,14
T000308,Patrick Tompkins,,rep,1847-12-06,1849-03-03,MS,3
T000429,Thomas Turner,1815-04-05,rep,1847-12-06,1849-03-03,IL,6
T000441,John Tweedy,1814-11-09,rep,1847-12-06,1849-03-03,WI,-1
U000011,Joseph Underwood,1791-10-24,rep,1835-12-07,1837-03-03,KY,3
U000011,Joseph Underwood,1791-10-24,rep,1837-09-04,1839-03-03,KY,3
U000011,Joseph Underwood,1791-10-24,rep,1839-12-02,1841-03-03,KY,3
U000011,Joseph Underwood,1791-10-24,rep,1841-05-31,1843-03-03,KY,3
U000011,Joseph Underwood,1791-10-24,sen,1847-12-06,1853-03-03,KY,2
W000162,Cornelius Warren,1790-03-15,rep,1847-12-06,1849-03-03,NY,8
W000436,William Wick,1796-02-23,rep,1839-12-02,1841-03-03,IN,6
W000436,William Wick,1796-02-23,rep,1845-12-01,1847-03-03,IN,5
W000436,William Wick,1796-02-23,rep,1847-12-06,1849-03-03,IN,5
W000467,James Wiley,1808-01-22,rep,1847-12-06,1849-03-03,ME,6
W000504,Hezekiah Williams,1798-07-28,rep,1845-12-01,1847-03-03,ME,7
W000504,Hezekiah Williams,1798-07-28,rep,1847-12-06,1849-03-03,ME,7
B000642,Solon Borland,1808-09-21,sen,1848-03-30,1849-03-03,AR,3
B000642,Solon Borland,1808-09-21,sen,1849-03-05,1853-04-11,AR,3
D000394,Augustus Dodge,1812-01-02,rep,1840-12-28,1841-03-03,IA,0
D000394,Augustus Dodge,1812-01-02,rep,1841-05-31,1843-03-03,IA,0
D000394,Augustus Dodge,1812-01-02,rep,1843-12-04,1845-03-03,IA,0
D000394,Augustus Dodge,1812-01-02,rep,1845-12-01,1846-12-28,IA,0
D000394,Augustus Dodge,1812-01-02,sen,1848-12-07,1849-03-03,IA,3
D000394,Augustus Dodge,1812-01-02,sen,1849-03-05,1855-02-22,IA,3
F000167,Thomas Fitzgerald,1796-04-10,sen,1848-01-01,1849-12-31,MI,1
J000139,Herschel Johnson,1812-09-18,sen,1848-01-01,1849-03-03,GA,3
K000217,William King,1786-04-07,rep,1811-11-04,1813-03-03,NC,5
K000217,William King,1786-04-07,rep,1813-05-24,1815-03-03,NC,5
K000217,William King,1786-04-07,rep,1815-12-04,1816-11-04,NC,5
K000217,William King,1786-04-07,sen,1819-12-14,1823-03-03,AL,2
K000217,William King,1786-04-07,sen,1823-12-01,1829-03-03,AL,2
K000217,William King,1786-04-07,sen,1829-12-07,1835-03-03,AL,2
K000217,William King,1786-04-07,sen,1835-12-07,1841-03-03,AL,2
K000217,William King,1786-04-07,sen,1841-05-31,1844-04-15,AL,2
K000217,William King,1786-04-07,sen,1848-07-01,1849-03-03,AL,3
K000217,William King,1786-04-07,sen,1849-03-05,1852-12-20,AL,3
M000676,Thomas Metcalfe,1780-03-20,rep,1819-12-06,1821-03-03,KY,4
M000676,Thomas Metcalfe,1780-03-20,rep,1821-12-03,1823-03-03,KY,4
M000676,Thomas Metcalfe,1780-03-20,rep,1823-12-01,1825-03-03,KY,2
M000676,Thomas Metcalfe,1780-03-20,rep,1825-12-05,1827-03-03,KY,2
M000676,Thomas Metcalfe,1780-03-20,rep,1827-12-03,1829-03-03,KY,2
M000676,Thomas Metcalfe,1780-03-20,sen,1848-01-01,1849-03-03,KY,3
M000889,Wyman Moor,1811-11-11,sen,1848-01-01,1849-03-03,ME,1
W000055,Isaac Walker,1815-11-02,sen,1848-06-08,1849-03-03,WI,3
W000055,Isaac Walker,1815-11-02,sen,1849-03-05,1855-03-03,WI,3
A000075,Nathaniel Albertson,1800-06-10,rep,1849-12-03,1851-03-03,IN,1
A000093,Henry Alexander,1801-09-13,rep,1849-12-03,1851-03-03,NY,17
A000166,William Alston,1800-12-31,rep,1849-12-03,1851-03-03,AL,1
A000199,Josiah Anderson,1807-11-29,rep,1849-12-03,1851-03-03,TN,3
A000245,George Andrews,1808-09-21,rep,1849-12-03,1851-03-03,NY,14
A000318,George Ashmun,1804-12-25,rep,1845-12-01,1847-03-03,MA,6
A000318,George Ashmun,1804-12-25,rep,1847-12-06,1849-03-03,MA,6
A000318,George Ashmun,1804-12-25,rep,1849-12-03,1851-03-03,MA,6
A000322,David Atchison,1807-08-11,sen,1843-12-04,1849-03-03,MO,3
A000322,David Atchison,1807-08-11,sen,1849-12-03,1855-03-03,MO,3
B000022,George Badger,1795-04-17,sen,1846-01-01,1849-03-03,NC,3
B000022,George Badger,1795-04-17,sen,1849-12-03,1855-03-03,NC,3
B000247,William Bay,1818-11-23,rep,1849-12-03,1851-03-03,MO,2
B000339,John Bell,1796-06-19,rep,1849-12-03,1851-03-03,OH,6
B000599,David Bokee,1805-10-06,rep,1849-12-03,1851-03-03,NY,2
B000631,Walter Booth,1791-12-08,rep,1849-12-03,1851-03-03,CT,2
B000680,Franklin Bowdon,1817-02-17,rep,1845-12-01,1847-03-03,AL,7
B000680,Franklin Bowdon,1817-02-17,rep,1847-12-06,1849-03-03,AL,7
B000680,Franklin Bowdon,1817-02-17,rep,1849-12-03,1851-03-03,AL,7
B000701,James Bowlin,1804-01-16,rep,1843-12-04,1845-03-03,MO,-1
B000701,James Bowlin,1804-01-16,rep,1845-12-01,1847-03-03,MO,-1
B000701,James Bowlin,1804-01-16,rep,1847-12-06,1849-03-03,MO,1
B000701,James Bowlin,1804-01-16,rep,1849-12-03,1851-03-03,MO,1
B000782,Daniel Breck,1788-02-12,rep,1849-12-03,1851-03-03,KY,6
B000841,John Brisbin,1818-07-13,rep,1849-12-03,1851-03-03,PA,11
B000950,William Brown,1805-08-15,rep,1843-12-04,1845-03-03,IN,5
B000950,William Brown,1805-08-15,rep,1849-12-03,1851-03-03,IN,5
B001037,Alexander Buel,1813-12-13,rep,1849-12-03,1851-03-03,MI,1
B001049,Henry Bullard,1788-09-09,rep,1831-12-05,1833-03-03,LA,3
B001049,Henry Bullard,1788-09-09,rep,1833-12-02,1835-03-03,LA,3
B001049,Henry Bullard,1788-09-09,rep,1849-12-03,1851-03-03,LA,2
B001175,Chester Butler,1798-03-21,rep,1847-12-06,1849-03-03,PA,11
B001175,Chester Butler,1798-03-21,rep,1849-12-03,1851-03-03,PA,11
B001191,Thomas Butler,1806-08-22,rep,1849-12-03,1851-03-03,CT,4
C000031,George Caldwell,1814-10-18,rep,1843-12-04,1845-03-03,KY,4
C000031,George Caldwell,1814-10-18,rep,1849-12-03,1851-03-03,KY,4
C000060,Samuel Calvin,1811-07-30,rep,1849-12-03,1851-03-03,PA,17
C000224,Joseph Casey,1814-12-17,rep,1849-12-03,1851-03-03,PA,13
C000459,Charles Clarke,1790-04-08,rep,1849-12-03,1851-03-03,NY,19
C000482,Henry Clay,1777-04-12,sen,1806-01-01,1807-03-03,KY,3
C000482,Henry Clay,1777-04-12,sen,1810-01-01,1811-03-03,KY,2
C000482,Henry Clay,1777-04-12,rep,1811-11-04,1813-03-03,KY,5
C000482,Henry Clay,1777-04-12,rep,1813-05-24,1815-03-03,KY,2
C000482,Henry Clay,1777-04-12,rep,1815-12-04,1817-03-03,KY,2
C000482,Henry Clay,1777-04-12,rep,1817-12-01,1819-03-03,KY,2
C000482,Henry Clay,1777-04-12,rep,1819-12-06,1821-03-03,KY,2
C000482,Henry Clay,1777-04-12,rep,1823-12-01,1825-03-03,KY,3
C000482,Henry Clay,1777-04-12,rep,1825-12-05,1827-03-03,KY,-1
C000482,Henry Clay,1777-04-12,sen,1831-12-05,1837-03-03,KY,3
C000482,Henry Clay,1777-04-12,sen,1837-09-04,1843-03-03,KY,3
C000482,Henry Clay,1777-04-12,sen,1849-12-03,1853-03-03,KY,3
C000501,Jeremiah Clemens,1814-12-28,sen,1849-11-30,1853-03-03,AL,2
C000611,Orsamus Cole,1819-08-23,rep,1849-12-03,1851-03-03,WI,2
C000676,Harmon Conger,1816-04-09,rep,1847-12-06,1849-03-03,NY,25
C000676,Harmon Conger,1816-04-09,rep,1849-12-03,1851-03-03,NY,25
C000703,Charles Conrad,1804-12-24,sen,1842-01-01,1843-03-03,LA,3
C000703,Charles Conrad,1804-12-24,rep,1849-12-03,1851-03-03,LA,2
C000753,James Cooper,1810-05-08,rep,1839-12-02,1841-03-03,PA,12
C000753,James Cooper,1810-05-08,rep,1841-05-31,1843-03-03,PA,12
C000753,James Cooper,1810-05-08,sen,1849-12-03,1855-03-03,PA,3
C000941,John Crowell,1801-09-15,rep,1847-12-06,1849-03-03,OH,19
C000941,John Crowell,1801-09-15,rep,1849-12-03,1851-03-03,OH,19
D000045,Joel Danner,,rep,1849-12-03,1851-03-03,PA,15
D000156,William Dawson,1798-01-04,rep,1835-12-07,1837-03-03,GA,-1
D000156,William Dawson,1798-01-04,rep,1837-09-04,1839-03-03,GA,-1
D000156,William Dawson,1798-01-04,rep,1839-12-02,1841-03-03,GA,-1
D000156,William Dawson,1798-01-04,rep,1841-05-31,1843-03-03,GA,-1
D000156,William Dawson,1798-01-04,sen,1849-12-03,1855-03-03,GA,3
D000181,Edmund Deberry,1787-08-14,rep,1829-12-07,1831-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1833-12-02,1835-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1835-12-07,1837-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1837-09-04,1839-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1839-12-02,1841-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1841-05-31,1843-03-03,NC,7
D000181,Edmund Deberry,1787-08-14,rep,1843-12-04,1845-03-03,NC,4
D000181,Edmund Deberry,1787-08-14,rep,1849-12-03,1851-03-03,NC,3
D000313,Jesse Dickey,1808-02-27,rep,1849-12-03,1851-03-03,PA,7
D000325,Rodolphus Dickinson,1797-12-28,rep,1847-12-06,1849-03-03,OH,6
D000325,Rodolphus Dickinson,1797-12-28,rep,1849-12-03,1851-03-03,OH,6
D000515,William Duer,1805-05-25,rep,1847-12-06,1849-03-03,NY,23
D000515,William Duer,1805-05-25,rep,1849-12-03,1851-03-03,NY,23
E000105,Samuel Eliot,1798-03-05,rep,1849-12-03,1851-03-03,MA,1
E000255,Nathan Evans,1804-06-24,rep,1847-12-06,1849-03-03,OH,14
E000255,Nathan Evans,1804-06-24,rep,1849-12-03,1851-03-03,OH,14
E000275,Andrew Ewing,1813-06-17,rep,1849-12-03,1851-03-03,TN,8
F000055,Winfield Featherston,1820-08-08,rep,1847-12-06,1849-03-03,MS,2
F000055,Winfield Featherston,1820-08-08,rep,1849-12-03,1851-03-03,MS,2
F000360,John Freedley,1793-05-22,rep,1847-12-06,1849-03-03,PA,5
F000360,John Freedley,1793-05-22,rep,1849-12-03,1851-03-03,PA,5
G000138,Elbridge Gerry,1813-12-06,rep,1849-12-03,1851-03-03,ME,1
G000172,Edward Gilbert,,rep,1849-12-03,1851-03-03,CA,-1
G000285,Rufus Goodenow,1790-04-24,rep,1849-12-03,1851-03-03,ME,4
G000339,Daniel Gott,1794-07-10,rep,1847-12-06,1849-03-03,NY,24
G000339,Daniel Gott,1794-07-10,rep,1849-12-03,1851-03-03,NY,24
G000341,Herman Gould,1799-01-16,rep,1849-12-03,1851-03-03,NY,10
G000477,Joseph Grinnell,1788-11-17,rep,1843-12-04,1845-03-03,MA,10
G000477,Joseph Grinnell,1788-11-17,rep,1845-12-01,1847-03-03,MA,10
G000477,Joseph Grinnell,1788-11-17,rep,1847-12-06,1849-03-03,MA,10
G000477,Joseph Grinnell,1788-11-17,rep,1849-12-03,1851-03-03,MA,10
H000005,Thomas Hackett,,rep,1849-12-03,1851-03-03,GA,5
H000083,Ransom Halloway,,rep,1849-12-03,1851-03-03,NY,8
H000139,Moses Hampton,1803-10-28,rep,1847-12-06,1849-03-03,PA,21
H000139,Moses Hampton,1803-10-28,rep,1849-12-03,1851-03-03,PA,21
H000178,Hugh Haralson,1805-11-13,rep,1843-12-04,1845-03-03,GA,-1
H000178,Hugh Haralson,1805-11-13,rep,1845-12-01,1847-03-03,GA,4
H000178,Hugh Haralson,1805-11-13,rep,1847-12-06,1849-03-03,GA,4
H000178,Hugh Haralson,1805-11-13,rep,1849-12-03,1851-03-03,GA,4
H000214,John Harmanson,1803-01-15,rep,1845-12-01,1847-03-03,LA,3
H000214,John Harmanson,1803-01-15,rep,1847-12-06,1849-03-03,LA,3
H000214,John Harmanson,1803-01-15,rep,1849-12-03,1851-03-03,LA,3
H000381,Andrew Hay,1809-01-19,rep,1849-12-03,1851-03-03,NJ,1
H000395,Thomas Haymond,1794-01-15,rep,1849-12-03,1851-03-03,VA,15
H000520,William Henry,1788-03-22,rep,1847-12-06,1849-03-03,VT,1
H000520,William Henry,1788-03-22,rep,1849-12-03,1851-03-03,VT,1
H000622,Henry Hilliard,1808-08-04,rep,1845-12-01,1847-03-03,AL,2
H000622,Henry Hilliard,1808-08-04,rep,1847-12-06,1849-03-03,AL,2
H000622,Henry Hilliard,1808-08-04,rep,1849-12-03,1851-03-03,AL,2
H000651,Moses Hoagland,1812-06-19,rep,1849-12-03,1851-03-03,OH,16
H000738,Isaac Holmes,1796-04-06,rep,1839-12-02,1841-03-03,SC,1
H000738,Isaac Holmes,1796-04-06,rep,1841-05-31,1843-03-03,SC,1
H000738,Isaac Holmes,1796-04-06,rep,1843-12-04,1845-03-03,SC,6
H000738,Isaac Holmes,1796-04-06,rep,1845-12-01,1847-03-03,SC,6
H000738,Isaac Holmes,1796-04-06,rep,1847-12-06,1849-03-03,SC,6
H000738,Isaac Holmes,1796-04-06,rep,1849-12-03,1851-03-03,SC,6
H000825,John Houston,1814-05-04,rep,1845-12-01,1847-03-03,DE,0
H000825,John Houston,1814-05-04,rep,1847-12-06,1849-03-03,DE,0
H000825,John Houston,1814-05-04,rep,1849-12-03,1851-03-03,DE,0
H000880,David Hubbard,,rep,1839-12-02,1841-03-03,AL,2
H000880,David Hubbard,,rep,1849-12-03,1851-03-03,AL,5
I000013,Samuel Inge,1817-02-22,rep,1847-12-06,1849-03-03,AL,4
I000013,Samuel Inge,1817-02-22,rep,1849-12-03,1851-03-03,AL,4
J000031,William Jackson,1794-12-29,rep,1849-12-03,1851-03-03,NY,26
J000147,James Johnson,1818-10-30,rep,1849-12-03,1851-03-03,KY,2
K000021,David Kaufman,1813-12-18,rep,1845-12-01,1847-03-03,TX,1
K000021,David Kaufman,1813-12-18,rep,1847-12-06,1849-03-03,TX,1
K000021,David Kaufman,1813-12-18,rep,1849-12-03,1851-03-03,TX,1
K000137,John Kerr,1809-03-05,rep,1849-12-03,1851-03-03,MD,6
K000198,Daniel King,1801-01-08,rep,1843-12-04,1845-03-03,MA,2
K000198,Daniel King,1801-01-08,rep,1845-12-01,1847-03-03,MA,2
K000198,Daniel King,1801-01-08,rep,1847-12-06,1849-03-03,MA,2
K000198,Daniel King,1801-01-08,rep,1849-12-03,1851-03-03,MA,2
K000203,James King,1791-05-08,rep,1849-12-03,1851-03-03,NJ,5
K000205,John King,1788-01-03,rep,1849-12-03,1851-03-03,NY,1
K000215,Thomas King,1800-08-27,rep,1839-12-02,1841-03-03,GA,-1
K000215,Thomas King,1800-08-27,rep,1841-05-31,1843-03-03,GA,-1
K000215,Thomas King,1800-08-27,rep,1845-12-01,1847-03-03,GA,1
K000215,Thomas King,1800-08-27,rep,1847-12-06,1849-03-03,GA,1
K000215,Thomas King,1800-08-27,rep,1849-12-03,1851-03-03,GA,1
L000008,Emile La Sére,,rep,1845-12-01,1847-03-03,LA,1
L000008,Emile La Sére,,rep,1847-12-06,1849-03-03,LA,1
L000008,Emile La Sére,,rep,1849-12-03,1851-03-03,LA,1
L000215,Shepherd Leffler,1811-04-24,rep,1845-12-01,1847-03-03,IA,-1
L000215,Shepherd Leffler,1811-04-24,rep,1847-12-06,1849-03-03,IA,2
L000215,Shepherd Leffler,1811-04-24,rep,1849-12-03,1851-03-03,IA,2
L000262,Lewis Levin,1808-11-10,rep,1845-12-01,1847-03-03,PA,1
L000262,Lewis Levin,1808-11-10,rep,1847-12-06,1849-03-03,PA,1
L000262,Lewis Levin,1808-11-10,rep,1849-12-03,1851-03-03,PA,1
L000356,Nathaniel Littlefield,1804-09-20,rep,1841-05-31,1843-03-03,ME,5
L000356,Nathaniel Littlefield,1804-09-20,rep,1849-12-03,1851-03-03,ME,2
M000106,Job Mann,1795-03-31,rep,1835-12-07,1837-03-03,PA,18
M000106,Job Mann,1795-03-31,rep,1847-12-06,1849-03-03,PA,19
M000106,Job Mann,1795-03-31,rep,1849-12-03,1851-03-03,PA,19
M000147,George Marsh,1801-03-15,rep,1843-12-04,1845-03-03,VT,3
M000147,George Marsh,1801-03-15,rep,1845-12-01,1847-03-03,VT,3
M000147,George Marsh,1801-03-15,rep,1847-12-06,1849-03-03,VT,3
M000147,George Marsh,1801-03-15,rep,1849-12-03,1851-03-03,VT,3
M000419,James McDowell,1795-10-13,rep,1845-12-01,1847-03-03,VA,11
M000419,James McDowell,1795-10-13,rep,1847-12-06,1849-03-03,VA,11
M000419,James McDowell,1795-10-13,rep,1849-12-03,1851-03-03,VA,11
M000443,Edward McGaughey,1817-01-16,rep,1845-12-01,1847-03-03,IN,7
M000443,Edward McGaughey,1817-01-16,rep,1849-12-03,1851-03-03,IN,7
M000529,Thomas McKissock,1790-04-17,rep,1849-12-03,1851-03-03,NY,9
M000546,Finis McLean,1806-02-19,rep,1849-12-03,1851-03-03,KY,3
M000612,William McWillie,1795-11-17,rep,1849-12-03,1851-03-03,MS,3
M000721,Daniel Miller,1814-10-04,rep,1849-12-03,1851-03-03,IA,1
M000742,John Miller,1819-05-25,rep,1847-12-06,1849-03-03,OH,11
M000742,John Miller,1819-05-25,rep,1849-12-03,1851-03-03,OH,11
M000936,Charles Morehead,1802-07-07,rep,1847-12-06,1849-03-03,KY,8
M000936,Charles Morehead,1802-07-07,rep,1849-12-03,1851-03-03,KY,8
M000979,Jonathan Morris,1804-10-08,rep,1847-12-06,1849-03-03,OH,7
M000979,Jonathan Morris,1804-10-08,rep,1849-12-03,1851-03-03,OH,7
M001011,Isaac Morse,1809-05-22,rep,1843-12-04,1845-03-03,LA,4
M001011,Isaac Morse,1809-05-22,rep,1845-12-01,1847-03-03,LA,4
M001011,Isaac Morse,1809-05-22,rep,1847-12-06,1849-03-03,LA,4
M001011,Isaac Morse,1809-05-22,rep,1849-12-03,1851-03-03,LA,4
M001015,Jackson Morton,1794-08-10,sen,1849-12-03,1855-03-03,FL,3
M001016,Jeremiah Morton,1799-09-03,rep,1849-12-03,1851-03-03,VA,9
N000045,William Nelson,1784-06-29,rep,1847-12-06,1849-03-03,NY,7
N000045,William Nelson,1784-06-29,rep,1849-12-03,1851-03-03,NY,7
N000047,Henry Nes,1799-05-20,rep,1843-12-04,1845-03-03,PA,15
N000047,Henry Nes,1799-05-20,rep,1847-12-06,1849-03-03,PA,15
N000047,Henry Nes,1799-05-20,rep,1849-12-03,1851-03-03,PA,15
N000070,Alexander Newman,1804-10-05,rep,1849-12-03,1851-03-03,VA,15
N000140,Moses Norris,1799-11-08,rep,1843-12-04,1845-03-03,NH,-1
N000140,Moses Norris,1799-11-08,rep,1845-12-01,1847-03-03,NH,-1
N000140,Moses Norris,1799-11-08,sen,1849-12-03,1855-03-03,NH,3
O000046,Andrew Ogle,1822-03-25,rep,1849-12-03,1851-03-03,PA,18
O000128,John Otis,1801-08-03,rep,1849-12-03,1851-03-03,ME,3
O000148,Allen Owen,1816-10-09,rep,1849-12-03,1851-03-03,GA,3
P000068,Richard Parker,1810-12-22,rep,1849-12-03,1851-03-03,VA,10
P000178,Lucius Peck,1802-11-17,rep,1847-12-06,1849-03-03,VT,4
P000178,Lucius Peck,1802-11-17,rep,1849-12-03,1851-03-03,VT,4
P000319,Jonas Phoenix,1788-01-14,rep,1843-12-04,1845-03-03,NY,3
P000319,Jonas Phoenix,1788-01-14,rep,1849-12-03,1851-03-03,NY,3
P000369,Charles Pitman,,rep,1849-12-03,1851-03-03,PA,14
P000464,Emery Potter,1804-10-07,rep,1843-12-04,1845-03-03,OH,5
P000464,Emery Potter,1804-10-07,rep,1849-12-03,1851-03-03,OH,5
P000580,Harvey Putnam,1793-01-05,rep,1837-09-04,1839-03-03,NY,29
P000580,Harvey Putnam,1793-01-05,rep,1847-12-06,1849-03-03,NY,33
P000580,Harvey Putnam,1793-01-05,rep,1849-12-03,1851-03-03,NY,33
R000126,Robert Reed,1807-03-12,rep,1849-12-03,1851-03-03,PA,20
R000172,Gideon Reynolds,1813-08-09,rep,1847-12-06,1849-03-03,NY,12
R000172,Gideon Reynolds,1813-08-09,rep,1849-12-03,1851-03-03,NY,12
R000270,Elijah Risley,1787-05-07,rep,1849-12-03,1851-03-03,NY,31
R000433,Joseph Root,1807-10-07,rep,1845-12-01,1847-03-03,OH,21
R000433,Joseph Root,1807-10-07,rep,1847-12-06,1849-03-03,OH,21
R000433,Joseph Root,1807-10-07,rep,1849-12-03,1851-03-03,OH,21
R000438,Robert Rose,1804-10-12,rep,1847-12-06,1849-03-03,NY,29
R000438,Robert Rose,1804-10-12,rep,1849-12-03,1851-03-03,NY,29
R000506,David Rumsey,1810-12-25,rep,1847-12-06,1849-03-03,NY,30
R000506,David Rumsey,1810-12-25,rep,1849-12-03,1851-03-03,NY,30
S000085,Cullen Sawtelle,1805-09-25,rep,1845-12-01,1847-03-03,ME,5
S000085,Cullen Sawtelle,1805-09-25,rep,1849-12-03,1851-03-03,ME,5
S000220,James Seddon,1815-07-13,rep,1845-12-01,1847-03-03,VA,6
S000220,James Seddon,1815-07-13,rep,1849-12-03,1851-03-03,VA,6
S000338,Augustine Shepperd,1792-02-24,rep,1827-12-03,1829-03-03,NC,9
S000338,Augustine Shepperd,1792-02-24,rep,1829-12-07,1831-03-03,NC,9
S000338,Augustine Shepperd,1792-02-24,rep,1831-12-05,1833-03-03,NC,9
